formula_key,brand,formula_name,species,status,missing_fields,evidence_path,duplicate_blocks_skipped,recommended_action,notes
acana-acana-adult-grassfed-lamb-dog-dry-gr-spreadsheet,Acana,Acana Adult GrassFed Lamb,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|protein_percent|fat_percent|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,1,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
acana-acana-adult-light-fit-dog-dry-gr-spreadsheet,Acana,Acana Adult Light & Fit,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|protein_percent|fat_percent|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,1,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
black-olympus-black-olympus-large-adult-chicken-rice-dog-dry-gr-spreadsheet,Black Olympus,Black Olympus Large Adult με Κοτόπουλο & Καστανό Ρύζι,dog,needs_review,data_source_url_or_official_evidence|protein_percent|fat_percent|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,0,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
black-olympus-black-olympus-adult-dog-lamb-rice-dog-dry-gr-spreadsheet,Black Olympus,Black Olympus Adult Dog με Αρνί & Καστανό Ρύζι,dog,needs_review,data_source_url_or_official_evidence|protein_percent|fat_percent|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,1,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
black-olympus-black-olympus-medium-adult-chicken-rice-dog-dry-gr-spreadsheet,Black Olympus,Black Olympus Medium Adult με Κοτόπουλο & Καστανό Ρύζι,dog,needs_review,data_source_url_or_official_evidence|protein_percent|fat_percent|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,0,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
royal-canin-royal-canin-puppy-maxi-dog-dry-gr-spreadsheet,Royal Canin,Royal Canin Puppy Maxi,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,2,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
acana-acana-puppy-large-breed-dog-dry-gr-spreadsheet,Acana,Acana Puppy Large breed,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,1,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
acana-acana-adult-prairie-poultry-dog-dry-gr-spreadsheet,Acana,Acana Adult Prairie Poultry,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|protein_percent|fat_percent|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,2,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
purina-tonus-adult-sensitive-salmon-dog-dry-gr-spreadsheet,Purina,Tonus Adult Sensitive με Σολομό,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|protein_percent|fat_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,1,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
acana-acana-puppy-junior-dog-dry-gr-spreadsheet,Acana,Acana Puppy & Junior,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|protein_percent|fat_percent|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,1,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
reflex-reflex-plus-medium-large-adult-light-sterility-lamb-dog-dry-gr-spreadsheet,Reflex,Reflex Plus Medium/Large Adult Light & STERILITY με Αρνί,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,0,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
belcando-belcando-adult-multicroc-dog-dry-gr-spreadsheet,Belcando,Belcando Adult Multicroc με πουλερικά,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|fat_percent|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,0,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
viozois-viozois-exclusive-line-puppy-chicken-dog-dry-gr-spreadsheet,Viozois,Viozois Exclusive Line Puppy με Κοτόπουλο,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|protein_percent|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,0,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
royal-canin-royal-canin-adult-mini-sterility-dog-dry-gr-spreadsheet,Royal Canin,Royal Canin Adult Mini STERILITY,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,1,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
ambrosia-pet-food-ambrosia-adult-chicken-salmon-dog-dry-gr-spreadsheet,Ambrosia Pet Food,Ambrosia Adult με Κοτόπουλο & Φρέσκο Σολομό,dog,needs_review,data_source_url_or_official_evidence|protein_percent|fat_percent|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,1,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
gemon-gemon-puppy-junior-chicken-dog-dry-gr-spreadsheet,Gemon,Gemon Puppy & Junior με Κοτόπουλο,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,0,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
acana-acana-adult-classic-red-dog-dry-gr-spreadsheet,Acana,Acana Adult Classic Red,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,2,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
viozois-viozois-exclusive-line-adult-energy-chicken-dog-dry-gr-spreadsheet,Viozois,Viozois Exclusive Line Adult Energy με Κοτόπουλο,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|protein_percent|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,0,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
royal-canin-royal-canin-adult-medium-dog-dry-gr-spreadsheet,Royal Canin,Royal Canin Adult Medium,dog,needs_review,ingredient_text|kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,1,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
black-olympus-black-olympus-large-puppy-chicken-rice-dog-dry-gr-spreadsheet,Black Olympus,Black Olympus Large Puppy με Κοτόπουλο & Καστανό Ρύζι,dog,needs_review,data_source_url_or_official_evidence|protein_percent|fat_percent|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,0,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
flatazor-prestige-adult-sterile-light-dog-dry-gr-spreadsheet,Flatazor,Prestige Adult Sterile & Light + Δώρο,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|fat_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,0,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
equilibrio-equilibrio-adult-medium-dog-dry-gr-spreadsheet,Equilibrio,Equilibrio Adult Medium + Δώρο,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|fat_percent|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,0,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
flatazor-prestige-adult-dog-dog-dry-gr-spreadsheet,Flatazor,Prestige Adult Dog + Δώρο,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|fat_percent|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,1,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
purina-tonus-adult-light-turkey-dog-dry-gr-spreadsheet,Purina,Tonus Adult Light με Γαλοπούλα,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|protein_percent|fat_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,1,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
royal-canin-royal-canin-puppy-medium-dog-dry-gr-spreadsheet,Royal Canin,Royal Canin Puppy Medium,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,2,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
royal-canin-royal-canin-puppy-mini-dog-dry-gr-spreadsheet,Royal Canin,Royal Canin Puppy Mini,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,2,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
orijen-orijen-puppy-large-dog-dry-gr-spreadsheet,Orijen,Orijen Puppy Large,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,0,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
purina-pro-plan-optibalance-adult-small-mini-chicken-dog-dry-gr-spreadsheet,Purina,Pro Plan OptiBalance Adult Small & Mini με Κοτόπουλο,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|protein_percent|fat_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,1,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
royal-canin-royal-canin-adult-mini-dog-dry-gr-spreadsheet,Royal Canin,Royal Canin Adult Mini,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,2,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
purina-tonus-mature-dog-chicken-dog-dry-gr-spreadsheet,Purina,Tonus Mature Dog με Κοτόπουλο,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|protein_percent|fat_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,0,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
royal-canin-royal-canin-adult-mini-exigent-dog-dry-gr-spreadsheet,Royal Canin,Royal Canin Adult Mini Exigent,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,1,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
acana-acana-adult-small-breed-dog-dry-gr-spreadsheet,Acana,Acana Adult Small breed,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,1,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
orijen-orijen-senior-dog-dog-dry-gr-spreadsheet,Orijen,Orijen Senior Dog,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,0,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
taste-of-the-wild-taste-of-the-wild-prey-dog-beef-angus-dog-dry-gr-spreadsheet,Taste Of The Wild,Taste of the Wild Prey Dog με Μοσχάρι Angus,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,0,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
belcando-belcando-puppy-gravy-dog-dry-gr-spreadsheet,Belcando,Belcando Puppy Gravy με Πουλερικά,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|fat_percent|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,1,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
taste-of-the-wild-taste-of-the-wild-prey-dog-dog-dry-gr-spreadsheet,Taste Of The Wild,Taste of the Wild Prey Dog με Πέστροφα,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,0,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
acana-acana-adult-wild-coast-dog-dry-gr-spreadsheet,Acana,Acana Adult Wild Coast,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,2,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
ambrosia-pet-food-ambrosia-adult-dog-dry-gr-spreadsheet,Ambrosia Pet Food,Ambrosia Adult με Σκουμπρί & Βουβάλι,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|fat_percent|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,1,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
royal-canin-royal-canin-adult-yorkshire-terrier-dog-dry-gr-spreadsheet,Royal Canin,Royal Canin Adult Yorkshire Terrier,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,1,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
purina-pro-plan-optiderma-adult-small-mini-salmon-dog-dry-gr-spreadsheet,Purina,Pro Plan OptiDerma Adult Small & Mini με Σολομό,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|protein_percent|fat_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,1,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
aatu-aatu-adult-adult-grain-free-80-20-o-a-dog-dry-gr-spreadsheet,AATU,Aatu Adult Adult Grain Free 80/20 με Oστρακόδερμa,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,0,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
belcando-belcando-senior-sensitive-dog-dry-gr-spreadsheet,Belcando,Belcando Senior Sensitive με Πουλερικά,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|fat_percent|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,0,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
orijen-orijen-adult-6-fish-dog-dry-gr-spreadsheet,Orijen,Orijen Adult 6 Fish,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,0,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
flatazor-prestige-maxi-adult-dog-dry-gr-spreadsheet,Flatazor,Prestige Maxi Adult + Δώρο,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|fat_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,0,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
black-olympus-black-olympus-puppy-chicken-rice-dog-dry-gr-spreadsheet,Black Olympus,Black Olympus Puppy με Κοτόπουλο & Καστανό Ρύζι,dog,needs_review,data_source_url_or_official_evidence|protein_percent|fat_percent|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,1,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
