formula_key,brand,formula_name,species,status,missing_fields,evidence_path,duplicate_blocks_skipped,recommended_action,notes
royal-canin-veterinary-vd-diabetic-dog-dog-dry-gr-document,Royal Canin,Veterinary VD DIABETIC DOG,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,1,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
royal-canin-veterinary-gastro-int-low-fat-dog-dog-dry-gr-document,Royal Canin,Veterinary GASTRO INT LOW FAT DOG,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|protein_percent|fat_percent|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,1,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
royal-canin-veterinary-vd-anallergenic-dog-dog-dry-gr-document,Royal Canin,Veterinary VD ANALLERGENIC DOG,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
pro-vet-pro-vet-hepatic-dog-dry-gr-document,Pro-Vet,Pro-Vet HEPATIC,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,1,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
royal-canin-veterinary-urinary-small-dog-dog-dry-gr-document,Royal Canin,Veterinary URINARY SMALL DOG,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|protein_percent|fat_percent|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
royal-canin-veterinary-urinary-s-o-dog-dog-dry-gr-document,Royal Canin,Veterinary URINARY S/O DOG,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|protein_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,1,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
royal-canin-veterinary-gastro-int-low-fat-dog-dry-gr-document,Royal Canin,Veterinary GASTRO INT LOW FAT,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|protein_percent|fat_percent|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
pro-vet-pro-vet-renal-oxalate-dog-dry-gr-document,Pro-Vet,Pro-Vet RENAL OXALATE,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,1,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
royal-canin-veterinary-royal-sensitivity-control-dog-dry-gr-document,Royal Canin,Veterinary ROYAL SENSITIVITY CONTROL,dog,needs_review,data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
royal-canin-veterinary-gastro-intestinal-mod-calorie-dog-dry-gr-document,Royal Canin,Veterinary Gastro Intestinal Mod.Calorie,dog,needs_review,ingredient_text|kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|protein_percent|fat_percent|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
royal-canin-veterinary-hypoallergenic-dog-dog-dry-gr-document,Royal Canin,Veterinary HYPOALLERGENIC DOG,dog,needs_review,ingredient_text|kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|protein_percent|fat_percent|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
royal-canin-veterinary-renal-select-dog-dog-dry-gr-document,Royal Canin,Veterinary RENAL SELECT DOG,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
pro-vet-pro-vet-intestinal-dog-dry-gr-document,Pro-Vet,Pro-Vet INTESTINAL,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
royal-canin-veterinary-fibre-response-dog-dog-dry-gr-document,Royal Canin,Veterinary FIBRE RESPONSE DOG,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
royal-canin-veterinary-mobility-c2p-dog-dry-gr-document,Royal Canin,Veterinary MOBILITY C2P+,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|protein_percent|fat_percent|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
hill-s-hill-s-prescription-diet-i-d-digestive-care-dog-dry-gr-document,Hill's,Hill's Prescription Diet i/d Digestive Care,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|fat_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
hill-s-hill-s-prescription-diet-c-d-multicare-urinary-care-chicken-dog-dry-gr-document,Hill's,Hill's Prescription Diet c/d Multicare Urinary Care Chicken,dog,needs_review,ingredient_text|kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|protein_percent|fat_percent|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
pro-vet-pro-vet-ultimate-dog-dry-gr-document,Pro-Vet,Pro-Vet ULTIMATE,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,1,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
royal-canin-veterinary-renal-special-dog-dog-dry-gr-document,Royal Canin,Veterinary RENAL SPECIAL DOG,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|protein_percent|fat_percent|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
royal-canin-veterinary-hypoallergenic-dog-dry-gr-document,Royal Canin,Veterinary HYPOALLERGENIC,dog,needs_review,ingredient_text|kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|protein_percent|fat_percent|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
purina-pro-plan-veterinary-diets-pro-plan-veterinary-diets-gastrointestinal-dog-dry-gr-document,Purina Pro Plan Veterinary Diets,Pro Plan Veterinary Diets GASTROINTESTINAL,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|protein_percent|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
hill-s-hill-s-prescription-diet-l-d-liver-care-dog-dry-gr-document,Hill's,Hill's Prescription Diet l/d Liver Care,dog,needs_review,ingredient_text|kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|protein_percent|fat_percent|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
pro-vet-pro-vet-struvite-dog-dry-gr-document,Pro-Vet,Pro-Vet STRUVITE,dog,needs_review,ingredient_text|kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|protein_percent|fat_percent|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,1,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
royal-canin-veterinary-sensitivity-control-dog-multipack-dog-dry-gr-document,Royal Canin,Veterinary SENSITIVITY CONTROL DOG MULTIPACK,dog,needs_review,data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
hill-s-hill-s-prescription-diet-d-d-salmon-rice-dog-dry-gr-document,Hill's,Hill's Prescription Diet d/d Salmon & Rice,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|protein_percent|fat_percent|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
royal-canin-veterinary-urinary-s-o-dog-dry-gr-document,Royal Canin,Veterinary URINARY S/O,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|protein_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
hill-s-hill-s-prescription-diet-r-d-weight-reduction-dog-dry-gr-document,Hill's,Hill's Prescription Diet r/d Weight Reduction,dog,needs_review,ingredient_text|kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|fat_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
hill-s-hill-s-prescription-diet-canine-gibiome-dog-dry-gr-document,Hill's,Hill's Prescription Diet Canine GIBiome,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|protein_percent|fat_percent|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
hill-s-hill-s-prescription-diet-derm-defense-dog-dry-gr-document,Hill's,Hill's Prescription Diet Derm Defense,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|protein_percent|fat_percent|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
hill-s-hill-s-prescription-diet-metabolic-mini-dog-dry-gr-document,Hill's,Hill's Prescription Diet Metabolic Mini,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|protein_percent|fat_percent|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
hill-s-hill-s-prescription-diet-c-d-urinary-multicare-dog-dry-gr-document,Hill's,Hill's Prescription Diet c/d Urinary multicare,dog,needs_review,ingredient_text|kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|protein_percent|fat_percent|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
pro-vet-pro-vet-mobility-dog-dry-gr-document,Pro-Vet,Pro-Vet MOBILITY,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,1,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
royal-canin-veterinary-skin-care-small-dog-dog-dry-gr-document,Royal Canin,Veterinary SKIN CARE SMALL DOG,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
hill-s-hill-s-prescription-diet-i-d-low-fat-dog-dry-gr-document,Hill's,Hill's Prescription Diet i/d Low Fat,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|protein_percent|fat_percent|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
royal-canin-veterinary-gastrointestinal-puppy-dog-dog-dry-gr-document,Royal Canin,Veterinary GASTROINTESTINAL PUPPY DOG,dog,needs_review,data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
royal-canin-veterinary-c-mobility-support-dog-dry-gr-document,Royal Canin,Veterinary C MOBILITY SUPPORT,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|protein_percent|fat_percent|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
hill-s-hill-s-prescription-diet-j-d-joint-care-dog-dry-gr-document,Hill's,Hill's Prescription Diet j/d Joint Care,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|fat_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
royal-canin-veterinary-early-renal-dog-dry-gr-document,Royal Canin,Veterinary EARLY RENAL,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
hill-s-hill-s-prescription-diet-w-d-digestive-weight-diabetes-dog-dry-gr-document,Hill's,Hill's Prescription Diet w/d Digestive/Weight/Diabetes,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
hill-s-hill-s-prescription-diet-k-d-kidney-care-dog-dry-gr-document,Hill's,Hill's Prescription Diet k/d Kidney Care,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|protein_percent|fat_percent|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
royal-canin-veterinary-renal-cig-dog-wet-gr-document,Royal Canin,Veterinary RENAL CIG,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
royal-canin-veterinary-renal-slices-in-gravy-dog-wet-gr-document,Royal Canin,Veterinary RENAL SLICES IN GRAVY,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
royal-canin-veterinary-gastro-intestinal-dog-wet-gr-document,Royal Canin,Veterinary GASTRO INTESTINAL,dog,needs_review,data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
royal-canin-veterinary-c-diabetic-lc-dog-wet-gr-document,Royal Canin,Veterinary C DIABETIC LC,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|protein_percent|fat_percent|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
royal-canin-veterinary-cardiac-dog-can-dog-wet-gr-document,Royal Canin,Veterinary CARDIAC DOG CAN,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
royal-canin-veterinary-gastro-int-digest-puppy-dog-wet-gr-document,Royal Canin,Veterinary GASTRO INT DIGEST PUPPY,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|protein_percent|fat_percent|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
royal-canin-veterinary-gastro-int-low-fat-can-dog-wet-gr-document,Royal Canin,Veterinary GASTRO INT LOW FAT CAN,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
royal-canin-veterinary-sens-control-duck-dog-wet-gr-document,Royal Canin,Veterinary SENS CONTROL DUCK,dog,needs_review,ingredient_text|kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|protein_percent|fat_percent|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
royal-canin-veterinary-hepatic-dog-can-dog-wet-gr-document,Royal Canin,Veterinary HEPATIC DOG CAN,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
