formula_key,brand,formula_name,species,status,missing_fields,evidence_path,duplicate_blocks_skipped,recommended_action,notes
schesir-schesir-adult-medium-pork-ham-dog-dry-gr-spreadsheet,Schesir,Schesir Adult Medium με Χοιρινό Προσούτο,dog,needs_review,ingredient_text|protein_percent|fat_percent|fiber_percent|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx,1,Use this as formula discovery/catalog evidence only; attach official URL or label data before Food V2 preview/commit.,"Spreadsheet has e-shop titles, categorization and descriptions, but not complete ingredient/nutrition panels."
schesir-schesir-mature-medium-chicken-dog-dry-gr-spreadsheet,Schesir,Schesir Mature Medium με Κοτόπουλο,dog,needs_review,ingredient_text|protein_percent|fat_percent|fiber_percent|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx,1,Use this as formula discovery/catalog evidence only; attach official URL or label data before Food V2 preview/commit.,"Spreadsheet has e-shop titles, categorization and descriptions, but not complete ingredient/nutrition panels."
schesir-schesir-puppy-medium-chicken-dog-dry-gr-spreadsheet,Schesir,Schesir Puppy Medium με Κοτόπουλο,dog,needs_review,ingredient_text|protein_percent|fat_percent|fiber_percent|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx,1,Use this as formula discovery/catalog evidence only; attach official URL or label data before Food V2 preview/commit.,"Spreadsheet has e-shop titles, categorization and descriptions, but not complete ingredient/nutrition panels."
schesir-schesir-adult-small-chicken-rice-dog-dry-gr-spreadsheet,Schesir,Schesir Adult Small με Κοτόπουλο & Ρύζι,dog,needs_review,ingredient_text|protein_percent|fat_percent|fiber_percent|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx,0,Use this as formula discovery/catalog evidence only; attach official URL or label data before Food V2 preview/commit.,"Spreadsheet has e-shop titles, categorization and descriptions, but not complete ingredient/nutrition panels."
schesir-schesir-adult-small-fish-rice-dog-dry-gr-spreadsheet,Schesir,Schesir Adult Small με Ψάρι & Ρύζι,dog,needs_review,ingredient_text|protein_percent|fat_percent|fiber_percent|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx,0,Use this as formula discovery/catalog evidence only; attach official URL or label data before Food V2 preview/commit.,"Spreadsheet has e-shop titles, categorization and descriptions, but not complete ingredient/nutrition panels."
schesir-schesir-adult-small-pork-ham-dog-dry-gr-spreadsheet,Schesir,Schesir Adult Small με Χοιρινό Προσούτο,dog,needs_review,ingredient_text|protein_percent|fat_percent|fiber_percent|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx,0,Use this as formula discovery/catalog evidence only; attach official URL or label data before Food V2 preview/commit.,"Spreadsheet has e-shop titles, categorization and descriptions, but not complete ingredient/nutrition panels."
schesir-schesir-puppy-small-chicken-rice-dog-dry-gr-spreadsheet,Schesir,Schesir Puppy Small με Κοτόπουλο & Ρύζι,dog,needs_review,ingredient_text|protein_percent|fat_percent|fiber_percent|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx,0,Use this as formula discovery/catalog evidence only; attach official URL or label data before Food V2 preview/commit.,"Spreadsheet has e-shop titles, categorization and descriptions, but not complete ingredient/nutrition panels."
gheda-unica-classe-adult-all-breeds-longevity-salmon-dog-dry-gr-spreadsheet,Gheda,Unica Classe Adult All Breeds Longevity με Σολομό,dog,needs_review,ingredient_text|protein_percent|fat_percent|fiber_percent|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx,1,Use this as formula discovery/catalog evidence only; attach official URL or label data before Food V2 preview/commit.,"Spreadsheet has e-shop titles, categorization and descriptions, but not complete ingredient/nutrition panels."
gheda-unica-classe-adult-large-equilibrium-lamb-dog-dry-gr-spreadsheet,Gheda,Unica Classe Adult Large Equilibrium με Αρνί,dog,needs_review,ingredient_text|kcal_per_100g_or_kcal_per_kg|protein_percent|fat_percent|fiber_percent|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx,0,Use this as formula discovery/catalog evidence only; attach official URL or label data before Food V2 preview/commit.,"Spreadsheet has e-shop titles, categorization and descriptions, but not complete ingredient/nutrition panels."
gheda-unica-classe-adult-large-regular-chicken-dog-dry-gr-spreadsheet,Gheda,Unica Classe Adult Large Regular με Κοτόπουλο,dog,needs_review,ingredient_text|kcal_per_100g_or_kcal_per_kg|protein_percent|fat_percent|fiber_percent|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx,0,Use this as formula discovery/catalog evidence only; attach official URL or label data before Food V2 preview/commit.,"Spreadsheet has e-shop titles, categorization and descriptions, but not complete ingredient/nutrition panels."
gheda-unica-classe-adult-large-sensitive-tuna-dog-dry-gr-spreadsheet,Gheda,Unica Classe Adult Large Sensitive με Τόνο,dog,needs_review,ingredient_text|kcal_per_100g_or_kcal_per_kg|protein_percent|fat_percent|fiber_percent|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx,0,Use this as formula discovery/catalog evidence only; attach official URL or label data before Food V2 preview/commit.,"Spreadsheet has e-shop titles, categorization and descriptions, but not complete ingredient/nutrition panels."
gheda-unica-classe-adult-medium-equilibrium-lamb-dog-dry-gr-spreadsheet,Gheda,Unica Classe Adult Medium Equilibrium με Αρνί,dog,needs_review,ingredient_text|kcal_per_100g_or_kcal_per_kg|protein_percent|fat_percent|fiber_percent|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx,1,Use this as formula discovery/catalog evidence only; attach official URL or label data before Food V2 preview/commit.,"Spreadsheet has e-shop titles, categorization and descriptions, but not complete ingredient/nutrition panels."
gheda-unica-classe-adult-medium-regular-chicken-dog-dry-gr-spreadsheet,Gheda,Unica Classe Adult Medium Regular με Κοτόπουλο,dog,needs_review,ingredient_text|kcal_per_100g_or_kcal_per_kg|protein_percent|fat_percent|fiber_percent|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx,1,Use this as formula discovery/catalog evidence only; attach official URL or label data before Food V2 preview/commit.,"Spreadsheet has e-shop titles, categorization and descriptions, but not complete ingredient/nutrition panels."
gheda-unica-classe-adult-medium-sensitive-tuna-dog-dry-gr-spreadsheet,Gheda,Unica Classe Adult Medium Sensitive με Τόνο,dog,needs_review,ingredient_text|kcal_per_100g_or_kcal_per_kg|protein_percent|fat_percent|fiber_percent|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx,1,Use this as formula discovery/catalog evidence only; attach official URL or label data before Food V2 preview/commit.,"Spreadsheet has e-shop titles, categorization and descriptions, but not complete ingredient/nutrition panels."
