brand,formula_name,display_name,species,format,life_stage,dog_size,breed_target,medical_tags,commercial_tags,ingredient_text,ingredients,primary_animal_proteins,carbohydrate_sources,fat_sources,fiber_sources,additives_text,feeding_guide_text,kcal_per_100g,kcal_per_kg,protein_percent,fat_percent,fiber_percent,ash_percent,moisture_percent,calcium_percent,phosphorus_percent,sodium_percent,magnesium_percent,potassium_percent,omega3_percent,omega6_percent,dha_percent,epa_percent,taurine_mgkg,l_carnitine_mgkg,glucosamine_mgkg,chondroitin_mgkg,vitamin_a_iukg,vitamin_d3_iukg,vitamin_e_mgkg,iron_mgkg,zinc_mgkg,copper_mgkg,manganese_mgkg,iodine_mgkg,selenium_mgkg,data_quality_status,data_source_url,source_priority,source_notes,formula_key,ean
Ambrosia Pet Food,Ambrosia Adult Dog με Αρνί & Σολομό,Ambrosia Pet Food Ambrosia Adult Dog με Αρνί & Σολομό,dog,dry,adult,all,,allergy,dog;dry;hypoallergenic;grain_free;maintenance;salmon;lamb;potato;pea,"Φρέσκος σολομός χωρίς κόκαλα (18%),Νιφάδες απο αποξηρά τροφήμένες πατάτες, αφυδατωμένη πρωτεΐνη αρνιού (12%), Αφυδατωμένη ζωική πρωτεΐνη (12%), Αρακάς, Αφυδατωμένος Αρακάς, Ζωικό λίπος (9%), Υδρολυμένη ζωική πρωτεΐνη (9%), Λιναρόσπορος, Αφυδατωμένος Πολτός Τεύτλου, Πρωτεΐνη Πατάτας, Μέταλλα, Εκχύλισμα ζύμης (φυσική πηγή MOS και β-γλυκανών), Λάδι Σολωμού, Πικραλίδα (Φυσική Πηγή Φρουκτοολιγοσακχαριτών και Ινουλίνης), Αφυδατωμένη Μαγιά Μπύρας, Αφυδατωμένο Μπρόκολο, Αφυδατωμένο Σπανάκι, Αφυδατωμένα Σμέουρα, Αφυδατωμένα Μύρτιλλα, Υδροχλωρική Γλυκοζαμίνη (150 mg/kg), Θειική Χονδροϊτίνη (150 mg/kg),, Εκχύλισμα Φυτών (Rosemarinus sp, Vitis sp, Curcuma sp, Citrus sp, Eugenia sp).","[""Φρέσκος σολομός χωρίς κόκαλα (18%)"",""Νιφάδες απο αποξηρά τροφήμένες πατάτες"",""αφυδατωμένη πρωτεΐνη αρνιού (12%)"",""Αφυδατωμένη ζωική πρωτεΐνη (12%)"",""Αρακάς"",""Αφυδατωμένος Αρακάς"",""Ζωικό λίπος (9%)"",""Υδρολυμένη ζωική πρωτεΐνη (9%)"",""Λιναρόσπορος"",""Αφυδατωμένος Πολτός Τεύτλου"",""Πρωτεΐνη Πατάτας"",""Μέταλλα"",""Εκχύλισμα ζύμης (φυσική πηγή MOS και β-γλυκανών)"",""Λάδι Σολωμού"",""Πικραλίδα (Φυσική Πηγή Φρουκτοολιγοσακχαριτών και Ινουλίνης)"",""Αφυδατωμένη Μαγιά Μπύρας"",""Αφυδατωμένο Μπρόκολο"",""Αφυδατωμένο Σπανάκι"",""Αφυδατωμένα Σμέουρα"",""Αφυδατωμένα Μύρτιλλα"",""Υδροχλωρική Γλυκοζαμίνη (150 mg/kg)"",""Θειική Χονδροϊτίνη (150 mg/kg)"",""Εκχύλισμα Φυτών (Rosemarinus sp, Vitis sp, Curcuma sp, Citrus sp, Eugenia sp)""]",Φρέσκος σολομός χωρίς κόκαλα (18%);αφυδατωμένη πρωτεΐνη αρνιού (12%),,Λάδι Σολωμού,Λιναρόσπορος;Πικραλίδα (Φυσική Πηγή Φρουκτοολιγοσακχαριτών και Ινουλίνης);Υδροχλωρική Γλυκοζαμίνη (150 mg/kg);Θειική Χονδροϊτίνη (150 mg/kg),,,,,32,18,3,,9,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/ESHOP - ΤΡΟΦΕΣ ΣΚΥΛΟΥ - ΓΑΤΑΣ.xlsx; source_sheet=ΣΚΥΛΟΣ-ΓΑΤΑ; source_code=018844; source_form=; mixed_catalog_rows=true; formula_level_dedupe=true; official_url_required=true; Auto-extracted from ESHOP dog/cat spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=0,ambrosia-pet-food-ambrosia-adult-dog-με-αρνι-σολομο-dog-dry-gr-spreadsheet,
AATU,Aatu Adult Grain Free 80/20 με Κοτόπουλο,AATU Adult Grain Free 80/20 με Κοτόπουλο,dog,dry,adult,all,,,dog;dry;grain_free;maintenance;chicken;salmon;fish;potato;pea,"80% Κοτόπουλο (50% Φρέσκο Φιλέτο Κοτόπουλου, 30% Αφυδατωμένο Κρέας Κοτόπουλου), Γλυκοπατάτα, Ρεβίθια, Αρακάς, Λουκέρνη, Ζωμός Κοτόπουλου, Λάδι Σολομού, Καρότα, Ντομάτα, Ραδίκι, Ταπιόκα, Μήλο, Αχλάδι, Φίγγι (Κόκκινο Μούρο, Cranberry), Μύρτιλος (Μπλε Μούρο, Blueberry), Μούρο (Mulberry), Πορτοκάλι, Βατόμουρο (Bilberry),Είδος Μούρου (Cowberry), Μαϊντανός, Μέντα, Σπιρουλίνα (Spiroulina), Φύκι, Ρίγανη, Φασκόμηλο, Μαντζουράνα, Θυμάρι, Χαμομήλι, Φρούτο Τριαντάφυλλου (Rosehip), Τσουκνίδα, Κρινοειδές Φυτό (Yucca), Κατιφές, Γλυκάνισο, Λευκό Βότανο (Fenugreek), Κανέλα, Σύμπλεγμα για την φροντίδα Ισχίων & Αρθρώσεων (Γλυκοζαμίνη 350mg/kg, MSM 350gm/kg, Χονδροιτίνη 240gm/kg).","[""80% Κοτόπουλο (50% Φρέσκο Φιλέτο Κοτόπουλου, 30% Αφυδατωμένο Κρέας Κοτόπουλου)"",""Γλυκοπατάτα"",""Ρεβίθια"",""Αρακάς"",""Λουκέρνη"",""Ζωμός Κοτόπουλου"",""Λάδι Σολομού"",""Καρότα"",""Ντομάτα"",""Ραδίκι"",""Ταπιόκα"",""Μήλο"",""Αχλάδι"",""Φίγγι (Κόκκινο Μούρο, Cranberry)"",""Μύρτιλος (Μπλε Μούρο, Blueberry)"",""Μούρο (Mulberry)"",""Πορτοκάλι"",""Βατόμουρο (Bilberry)"",""Είδος Μούρου (Cowberry)"",""Μαϊντανός"",""Μέντα"",""Σπιρουλίνα (Spiroulina)"",""Φύκι"",""Ρίγανη"",""Φασκόμηλο"",""Μαντζουράνα"",""Θυμάρι"",""Χαμομήλι"",""Φρούτο Τριαντάφυλλου (Rosehip)"",""Τσουκνίδα"",""Κρινοειδές Φυτό (Yucca)"",""Κατιφές"",""Γλυκάνισο"",""Λευκό Βότανο (Fenugreek)"",""Κανέλα"",""Σύμπλεγμα για την φροντίδα Ισχίων & Αρθρώσεων (Γλυκοζαμίνη 350mg/kg, MSM 350gm/kg, Χονδροιτίνη 240gm/kg)""]",Λάδι Σολομού,,Λάδι Σολομού;Αχλάδι,"Φίγγι (Κόκκινο Μούρο, Cranberry);Σπιρουλίνα (Spiroulina);Κρινοειδές Φυτό (Yucca);Σύμπλεγμα για την φροντίδα Ισχίων & Αρθρώσεων (Γλυκοζαμίνη 350mg/kg, MSM 350gm/kg, Χονδροιτίνη 240gm/kg)",,,,,32,16,3,,8,,,,,,1.1,3.4,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/ESHOP - ΤΡΟΦΕΣ ΣΚΥΛΟΥ - ΓΑΤΑΣ.xlsx; source_sheet=ΣΚΥΛΟΣ-ΓΑΤΑ; source_code=016650; source_form=; mixed_catalog_rows=true; formula_level_dedupe=true; official_url_required=true; Auto-extracted from ESHOP dog/cat spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=0,aatu-aatu-adult-grain-free-80-20-με-κοτοπουλο-dog-dry-gr-spreadsheet,
Ambrosia Pet Food,Ambrosia Adult Dog με Κοτόπουλο & Λαχανικά,Ambrosia Pet Food Ambrosia Adult Dog με Κοτόπουλο & Λαχανικά,dog,dry,adult,all,,allergy,dog;dry;hypoallergenic;grain_free;maintenance;chicken;potato;pea,"Αποξηρά τροφήμένο κοτόπουλο (32%), νιφάδες από αποξηρά τροφήμένες πατάτες, λίπος κοτόπουλου (14%),αρακάς, πράσινη φάβα, ζωικό λίπος (14%), υδρολυμένη ζωική πρωτεΐνη (8%), λιναρόσπορος, αφυδατωμένος πολτός παντζαριού, μέταλλα, αφυδατωμένη ζυθοζύμη, αποξηρά τροφήμένο ραδίκι (φυσική πηγή φρουκτό-ολισακχαριτών και ινουλίνης), αποξηρά τροφήμένο μπρόκολο, αποξηρά τροφήμένο σπανάκι, αποξηρά τροφήμένες ντομάτες, αποξηρά τροφήμένα κράνμπερι, αποξηρά τροφήμένα μύρτιλλα, υδροχλωρική γλυκοζαμίνη (100 mg/κιλό), θειική χονδροϊτίνη (100 mg/κιλό) φυτικά εκχυλίσματα (Rosemarinus sp, Vitis sp, Curcuma sp, Citrus sp, Eugenia sp).","[""Αποξηρά τροφήμένο κοτόπουλο (32%)"",""νιφάδες από αποξηρά τροφήμένες πατάτες"",""λίπος κοτόπουλου (14%)"",""αρακάς"",""πράσινη φάβα"",""ζωικό λίπος (14%)"",""υδρολυμένη ζωική πρωτεΐνη (8%)"",""λιναρόσπορος"",""αφυδατωμένος πολτός παντζαριού"",""μέταλλα"",""αφυδατωμένη ζυθοζύμη"",""αποξηρά τροφήμένο ραδίκι (φυσική πηγή φρουκτό-ολισακχαριτών και ινουλίνης)"",""αποξηρά τροφήμένο μπρόκολο"",""αποξηρά τροφήμένο σπανάκι"",""αποξηρά τροφήμένες ντομάτες"",""αποξηρά τροφήμένα κράνμπερι"",""αποξηρά τροφήμένα μύρτιλλα"",""υδροχλωρική γλυκοζαμίνη (100 mg/κιλό)"",""θειική χονδροϊτίνη (100 mg/κιλό) φυτικά εκχυλίσματα (Rosemarinus sp, Vitis sp, Curcuma sp, Citrus sp, Eugenia sp)""]",,,,"πράσινη φάβα;λιναρόσπορος;αποξηρά τροφήμένο ραδίκι (φυσική πηγή φρουκτό-ολισακχαριτών και ινουλίνης);υδροχλωρική γλυκοζαμίνη (100 mg/κιλό);θειική χονδροϊτίνη (100 mg/κιλό) φυτικά εκχυλίσματα (Rosemarinus sp, Vitis sp, Curcuma sp, Citrus sp, Eugenia sp)",,,,,30,20,2.5,,9,1.4,1,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/ESHOP - ΤΡΟΦΕΣ ΣΚΥΛΟΥ - ΓΑΤΑΣ.xlsx; source_sheet=ΣΚΥΛΟΣ-ΓΑΤΑ; source_code=018816; source_form=; mixed_catalog_rows=true; formula_level_dedupe=true; official_url_required=true; Auto-extracted from ESHOP dog/cat spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=0,ambrosia-pet-food-ambrosia-adult-dog-με-κοτοπουλο-λαχανικα-dog-dry-gr-spreadsheet,
Barking Heads,Barking Heads Adult Fish & Delish Grain Free με Σολομό και Πέστροφα,Barking Heads Adult Fish & Delish Grain Free με Σολομό και Πέστροφα,dog,dry,adult,all,,allergy,dog;dry;hypoallergenic;grain_free;maintenance;salmon;fish;potato,"Περιλαμβάνονται τα ψάρια 57% - Σολομός (33%), Γλυκoπατάτες (29%), Αποξηρά τροφήμένο σολομό (14%), Πέστροφα (10%), Μπιζέλια (9%), Ηλιέλαιο, Λουκέρνη, / kg, Μεθυλοσουλφονυλομεθάνιο 355 mg / kg, Θειική Χονδροϊτίνη 250 mg / kg, Μείγμα Βότανα (Μαντζουράνα, Βασιλικός, Ρίγανη, Φασκόμηλο, Θυμάρι, Μαϊντανός)","[""Περιλαμβάνονται τα ψάρια 57% - Σολομός (33%)"",""Γλυκoπατάτες (29%)"",""Αποξηρά τροφήμένο σολομό (14%)"",""Πέστροφα (10%)"",""Μπιζέλια (9%)"",""Ηλιέλαιο"",""Λουκέρνη"",""/ kg"",""Μεθυλοσουλφονυλομεθάνιο 355 mg / kg"",""Θειική Χονδροϊτίνη 250 mg / kg"",""Μείγμα Βότανα (Μαντζουράνα, Βασιλικός, Ρίγανη, Φασκόμηλο, Θυμάρι, Μαϊντανός)""]",Περιλαμβάνονται τα ψάρια 57% - Σολομός (33%);Αποξηρά τροφήμένο σολομό (14%),,,Θειική Χονδροϊτίνη 250 mg / kg,"Βιταμίνη Α 17,308 IU, Βιταμίνη D3 1,538 IU, Βιταμίνη Ε 192 mg Στοιχεία ιχνοστοιχείων: Ψευδάργυρος της ένυδρης γλυκίνης 96mg, Σίδηρος ως σίδηρος (ΙΙ) Χηλικό άλας γλυκίνης γλυκόζης 77mg, Χαλκός της ενυδατωμένης γλυκίνης 6.7mg, Μαγγάνιο ως χηλικόν μαγγάνιον της γλυκίνης 5.8mg, Ιώδιο ως άνυδρο ιωδιούχο ασβέστιο 1.4mg H υποαλλεργική Super Premium πλήρης ξηρά τροφή χωρίς σιτηρά για ενήλικους σκύλους όλων των μεγεθών και φυλών, η οποία δεν περιέχει τεχνητά χρώματα, γεύσεις και συντηρητικά, ενώ παράλληλα έχει εγκριθεί από κτηνιάτρους.",,,,23,17,3.5,9,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/ESHOP - ΤΡΟΦΕΣ ΣΚΥΛΟΥ - ΓΑΤΑΣ.xlsx; source_sheet=ΣΚΥΛΟΣ-ΓΑΤΑ; source_code=016649; source_form=; mixed_catalog_rows=true; formula_level_dedupe=true; official_url_required=true; Auto-extracted from ESHOP dog/cat spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=0,barking-heads-barking-heads-adult-fish-delish-grain-free-με-σολομο-και-πεστροφα-dog-dry-gr-spreadsheet,
Royal Canin,Royal Canin Adult Mini Digestive Care,Royal Canin Adult Mini Digestive Care,dog,dry,adult,small,,gi_support,dog;dry;sensitive_digestion;maintenance;pork;rice;wheat,"Aφυδατωμένη πρωτεΐνη πουλερικών, ρύζι, ζωικά λίπη, υδρολυμένες ζωικές πρωτεΐνες, απομονωμένες φυτικές πρωτεΐνες *, άλευρο σίτου, σιτάρι, κριθάρι, γλουτένη αραβοσίτου, πούλπα τεύτλων, ζύμες και μέρη αυτών, ιχθυέλαιο, σόγια, φυτικές ίνες, -ολιγοσακχαρίτες, εκχύλισμα καρυδιού (πηγή λουτεΐνης).","[""Aφυδατωμένη πρωτεΐνη πουλερικών"",""ρύζι"",""ζωικά λίπη"",""υδρολυμένες ζωικές πρωτεΐνες"",""απομονωμένες φυτικές πρωτεΐνες *"",""άλευρο σίτου"",""σιτάρι"",""κριθάρι"",""γλουτένη αραβοσίτου"",""πούλπα τεύτλων"",""ζύμες και μέρη αυτών"",""ιχθυέλαιο"",""σόγια"",""φυτικές ίνες"",""-ολιγοσακχαρίτες"",""εκχύλισμα καρυδιού (πηγή λουτεΐνης)""]",Aφυδατωμένη πρωτεΐνη πουλερικών,,,φυτικές ίνες,"Βιταμίνη Α: 30500 IU, Βιταμίνη D3: 800 IU, Ε1 (Σίδηρος): 37 mg, Ε2 (Ιώδιο): 3.7 mg, Ε4 (Χαλκός) 48 mg, Ε6 (ψευδάργυρος): 135 mg, Ε8 (Σελήνιο): 0,08 mg - Τεχνολογικές πρόσθετες ουσίες: Κλινοπτιλόλιθος ιζηματογενούς προέλευσης: 10 g - Συντηρητικά - Αντιοξειδωτικά. Η Super Premium ξηρά τροφή, με πλούσια γεύση πουλερικών που μπορεί να ικανοποιήσει και το πιο απαιτητικό ουρανίσκο και είναι ιδανική για ενήλικους μικρόσωμους σκύλους (δηλαδή, από 1 έως 7 ετών και βάρους 4kg έως 10kg) με ευαίσθητο πεπτικό σύστημα.",,,,30,22,1.8,6.1,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/ESHOP - ΤΡΟΦΕΣ ΣΚΥΛΟΥ - ΓΑΤΑΣ.xlsx; source_sheet=ΣΚΥΛΟΣ-ΓΑΤΑ; source_code=017139; source_form=; mixed_catalog_rows=true; formula_level_dedupe=true; official_url_required=true; Auto-extracted from ESHOP dog/cat spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=1,royal-canin-royal-canin-adult-mini-digestive-care-dog-dry-gr-spreadsheet,
Dolina,"Piper Adult Pouch με Αρνί, Καρότο & Καστανό ρύζι","Dolina Piper Adult Pouch με Αρνί, Καρότο & Καστανό ρύζι",dog,wet,adult,all,,,dog;wet;maintenance;lamb;rice,"κρέας και προϊόντα ζωικής προέλευσης 60% (συμπεριλαμβανομένου 4% πνευμόνων αρνιού), λαχανικά (καρότα 4%), δημητριακά (ρύζι καστανό φυσικό 4%), έλαια και λίπη (έλαιο λιναρόσπορου 0,2%), μεταλλικά στοιχεία.","[""κρέας και προϊόντα ζωικής προέλευσης 60% (συμπεριλαμβανομένου 4% πνευμόνων αρνιού)"",""λαχανικά (καρότα 4%)"",""δημητριακά (ρύζι καστανό φυσικό 4%)"",""έλαια και λίπη (έλαιο λιναρόσπορου 0,2%)"",""μεταλλικά στοιχεία""]",κρέας και προϊόντα ζωικής προέλευσης 60% (συμπεριλαμβανομένου 4% πνευμόνων αρνιού),,,"έλαια και λίπη (έλαιο λιναρόσπορου 0,2%)",,,,,10,,0.8,2.5,78,0.3,0.25,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/ESHOP - ΤΡΟΦΕΣ ΣΚΥΛΟΥ - ΓΑΤΑΣ.xlsx; source_sheet=ΣΚΥΛΟΣ-ΓΑΤΑ; source_code=010559; source_form=; mixed_catalog_rows=true; formula_level_dedupe=true; official_url_required=true; Auto-extracted from ESHOP dog/cat spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=0,dolina-piper-adult-pouch-με-αρνι-καροτο-καστανο-ρυζι-dog-wet-gr-spreadsheet,
Royal Canin,Royal Canin Starter Mini,Royal Canin Starter Mini,dog,dry,puppy,small,,,dog;dry;puppy;lamb;rice;corn,"αφυδατωμένο κρέας πουλερικών, ρύζι, ζωικά λίπη, απομονωμένη φυτική πρωτεΐνη**, καλαμπόκι, πούλπα σακχαροτεύτλων, υδρολυμένες ζωικές πρωτεΐνες, μεταλλικά άλατα, ιχθυέλαιο, έλαιο σόγιας, φρουκτοολιγοσακχαρίτες, άλας λιπαρών οξέων, εκχύλισμα μαγιάς (πηγή ολιγοσακχαριτών μαννάνης και Β-γλυκάνης), σκόνη αυγού, εκχύλισμα ταγίτη (πηγή λουτεΐνης).","[""αφυδατωμένο κρέας πουλερικών"",""ρύζι"",""ζωικά λίπη"",""απομονωμένη φυτική πρωτεΐνη**"",""καλαμπόκι"",""πούλπα σακχαροτεύτλων"",""υδρολυμένες ζωικές πρωτεΐνες"",""μεταλλικά άλατα"",""ιχθυέλαιο"",""έλαιο σόγιας"",""φρουκτοολιγοσακχαρίτες"",""άλας λιπαρών οξέων"",""εκχύλισμα μαγιάς (πηγή ολιγοσακχαριτών μαννάνης και Β-γλυκάνης)"",""σκόνη αυγού"",""εκχύλισμα ταγίτη (πηγή λουτεΐνης)""]",αφυδατωμένο κρέας πουλερικών,,άλας λιπαρών οξέων,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/ESHOP - ΤΡΟΦΕΣ ΣΚΥΛΟΥ - ΓΑΤΑΣ.xlsx; source_sheet=ΣΚΥΛΟΣ-ΓΑΤΑ; source_code=016965; source_form=ΞΗΡΑ ΤΡΟΦΗ; mixed_catalog_rows=true; formula_level_dedupe=true; official_url_required=true; Auto-extracted from ESHOP dog/cat spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=1,royal-canin-royal-canin-starter-mini-dog-dry-gr-spreadsheet,
Dr. Max,Dr. Max Adult Dog Πατέ με Αρνί,Dr. Max Adult Dog Πατέ με Αρνί,dog,wet,adult,all,,,dog;wet;grain_free;maintenance;lamb,"Κρέας και υποπροϊόντα κρέατος (30% αρνί), λαχανικά (3% καρότο), ανόργανα στοιχεία (1%), έλαια και λίπη (0,1% λινέλαιο).","[""Κρέας και υποπροϊόντα κρέατος (30% αρνί)"",""λαχανικά (3% καρότο)"",""ανόργανα στοιχεία (1%)"",""έλαια και λίπη (0,1% λινέλαιο)""]",Κρέας και υποπροϊόντα κρέατος (30% αρνί),,,"έλαια και λίπη (0,1% λινέλαιο)",,,,,10.6,6.7,,2.1,75,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/ESHOP - ΤΡΟΦΕΣ ΣΚΥΛΟΥ - ΓΑΤΑΣ.xlsx; source_sheet=ΣΚΥΛΟΣ-ΓΑΤΑ; source_code=011521; source_form=; mixed_catalog_rows=true; formula_level_dedupe=true; official_url_required=true; Auto-extracted from ESHOP dog/cat spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=0,dr-max-dr-max-adult-dog-πατε-με-αρνι-dog-wet-gr-spreadsheet,
Nature's Food,Barf Breeder's Raw Boost Super Puppies με Σολομό & Κοτόπουλο,Nature's Food Barf Breeder's Raw Boost Super Puppies με Σολομό & Κοτόπουλο,dog,raw,puppy,all,,,dog;raw;puppy;grain_free;gluten_free;maintenance;chicken;salmon,"Κιμάς από σολομό, κρέας, κόκκαλα και συκωτάκια κοτόπουλου (80%), λαχανικά 19% (μαρούλι, καρότο, κολοκυθάκια), ινδική καρύδα, κουρκουμά.","[""Κιμάς από σολομό"",""κρέας"",""κόκκαλα και συκωτάκια κοτόπουλου (80%)"",""λαχανικά 19% (μαρούλι, καρότο, κολοκυθάκια)"",""ινδική καρύδα"",""κουρκουμά""]",Κιμάς από σολομό,,,ινδική καρύδα,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/ESHOP - ΤΡΟΦΕΣ ΣΚΥΛΟΥ - ΓΑΤΑΣ.xlsx; source_sheet=ΣΚΥΛΟΣ-ΓΑΤΑ; source_code=014764; source_form=; mixed_catalog_rows=true; formula_level_dedupe=true; official_url_required=true; Auto-extracted from ESHOP dog/cat spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=0,nature-s-food-barf-breeder-s-raw-boost-super-puppies-με-σολομο-κοτοπουλο-dog-raw-gr-spreadsheet,
Purina,Pro Plan OptiBalance Puppy Small&Mini με Κοτόπουλο,Purina Pro Plan OptiBalance Puppy Small&Mini με Κοτόπουλο,dog,dry,puppy,small,,,dog;dry;puppy;chicken;rice;wheat,"Κοτόπουλο (18%), Σιτάρι, Αφυδατωμένη πρωτεΐνη πουλερικών, Ζωικό λίπος, Γλουτένη, Αραβόσιτος, Άλευρο σόγιας, Ρύζι (4%), Υδρολυμένες πρωτεΐνες, Αποξηρά τροφήμένος πολτός τεύτλου, Ανόργανα άλατα, Ιχθυέλαιο, Αποξηρά τροφήμένο πρωτόγαλα (0,1%).","[""Κοτόπουλο (18%)"",""Σιτάρι"",""Αφυδατωμένη πρωτεΐνη πουλερικών"",""Ζωικό λίπος"",""Γλουτένη"",""Αραβόσιτος"",""Άλευρο σόγιας"",""Ρύζι (4%)"",""Υδρολυμένες πρωτεΐνες"",""Αποξηρά τροφήμένος πολτός τεύτλου"",""Ανόργανα άλατα"",""Ιχθυέλαιο"",""Αποξηρά τροφήμένο πρωτόγαλα (0,1%)""]",Αφυδατωμένη πρωτεΐνη πουλερικών,,,,"IU/kg: Βιτ. A: 25 000, Βιτ.D3: 810, Βιτ. E: 300, mg/kg: Βιτ. C: 120, Μονοένυδρος θειικός σίδηρος 220, Άνυδρο ιωδικό ασβέστιο: 2.8, Πενταένυδρος θειικός χαλκός: 44, Μονοένυδρο θειικό μαγγάνιο: 105, Μονοένυδρος θειικός ψευδάργυρος: 372, Σεληνιούχο νάτριο: 0.26. Με αντιοξειδωτικά. Η Super Premium πλήρης ξηρά τροφή ανάπτυξης, η οποία είναι ιδανική για κουτάβια που ανήκουν στις μικρόσωμες φυλές (δηλαδή, από 2kg έως 10kg).",,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/ESHOP - ΤΡΟΦΕΣ ΣΚΥΛΟΥ - ΓΑΤΑΣ.xlsx; source_sheet=ΣΚΥΛΟΣ-ΓΑΤΑ; source_code=016187; source_form=ΞΗΡΑ ΤΡΟΦΗ; mixed_catalog_rows=true; formula_level_dedupe=true; official_url_required=true; Auto-extracted from ESHOP dog/cat spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=1,purina-pro-plan-optibalance-puppy-small-mini-με-κοτοπουλο-dog-dry-gr-spreadsheet,
Country Farms,Country Farms Puppy με Κοτόπουλο,Country Farms Puppy με Κοτόπουλο,dog,dry,puppy,all,,,dog;dry;puppy;chicken;turkey;rice;corn;wheat,"Κοτόπουλο (20%), βρώμη (18%), Αποξηρά τροφήμένη πρωτεΐνη πουλερικών, ρύζι (11%), λαρδί, κριθάρι (4%), πρωτεΐνη μπιζελιού, πρωτεΐνη αποξηρά τροφήμένης γαλοπούλας, πέψη, αποξηρά τροφήμένος πολτός τεύτλων (2,5%), Ορυκτά, Ιχθυέλαιο, Αλεύρι μπιζελιού (0,1%), Ξηρός πολτός μήλου (0,1%), Αποξηρά τροφήμένα φύλλα φασκόμηλου (0,1%)","[""Κοτόπουλο (20%)"",""βρώμη (18%)"",""Αποξηρά τροφήμένη πρωτεΐνη πουλερικών"",""ρύζι (11%)"",""λαρδί"",""κριθάρι (4%)"",""πρωτεΐνη μπιζελιού"",""πρωτεΐνη αποξηρά τροφήμένης γαλοπούλας"",""πέψη"",""αποξηρά τροφήμένος πολτός τεύτλων (2,5%)"",""Ορυκτά"",""Ιχθυέλαιο"",""Αλεύρι μπιζελιού (0,1%)"",""Ξηρός πολτός μήλου (0,1%)"",""Αποξηρά τροφήμένα φύλλα φασκόμηλου (0,1%)""]",Αποξηρά τροφήμένη πρωτεΐνη πουλερικών,,,,,,,,30,17,2.5,,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/ESHOP - ΤΡΟΦΕΣ ΣΚΥΛΟΥ - ΓΑΤΑΣ.xlsx; source_sheet=ΣΚΥΛΟΣ-ΓΑΤΑ; source_code=016238; source_form=; mixed_catalog_rows=true; formula_level_dedupe=true; official_url_required=true; Auto-extracted from ESHOP dog/cat spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=0,country-farms-country-farms-puppy-με-κοτοπουλο-dog-dry-gr-spreadsheet,
