brand,formula_name,display_name,species,format,life_stage,dog_size,breed_target,medical_tags,commercial_tags,ingredient_text,ingredients,primary_animal_proteins,carbohydrate_sources,fat_sources,fiber_sources,additives_text,feeding_guide_text,kcal_per_100g,kcal_per_kg,protein_percent,fat_percent,fiber_percent,ash_percent,moisture_percent,calcium_percent,phosphorus_percent,sodium_percent,magnesium_percent,potassium_percent,omega3_percent,omega6_percent,dha_percent,epa_percent,taurine_mgkg,l_carnitine_mgkg,glucosamine_mgkg,chondroitin_mgkg,vitamin_a_iukg,vitamin_d3_iukg,vitamin_e_mgkg,iron_mgkg,zinc_mgkg,copper_mgkg,manganese_mgkg,iodine_mgkg,selenium_mgkg,data_quality_status,data_source_url,source_priority,source_notes,formula_key,ean
Schesir,Schesir Adult Dog με Κοτόπουλο & Καρότα,Schesir Adult Dog με Κοτόπουλο & Καρότα,dog,wet,adult,all,,allergy,dog;wet;single_protein;gluten_free;maintenance;chicken;rice,,,chicken,rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx; source_sheet=ΣΚΥΛΟΣ; source_code=010999; formula_level_dedupe=true; official_url_required=true; ingredient_nutrition_backfill_required=true; Auto-extracted from Gheda-Schesir spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=4,schesir-schesir-adult-dog-chicken-dog-wet-gr-spreadsheet,
Schesir,Schesir Adult Dog με Τόνο & Καρότα,Schesir Adult Dog με Τόνο & Καρότα,dog,wet,adult,all,,allergy,dog;wet;single_protein;gluten_free;maintenance;tuna;rice,,,tuna,rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx; source_sheet=ΣΚΥΛΟΣ; source_code=010994; formula_level_dedupe=true; official_url_required=true; ingredient_nutrition_backfill_required=true; Auto-extracted from Gheda-Schesir spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=0,schesir-schesir-adult-dog-tuna-dog-wet-gr-spreadsheet,
Gheda,Unica Natura All Breed Adult Monoprotein Πατέ με Κοτόπουλο,Gheda Unica Natura All Breed Adult Monoprotein Πατέ με Κοτόπουλο,dog,wet,adult,all,,allergy,dog;wet;single_protein;gluten_free;maintenance;chicken,,,chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx; source_sheet=ΣΚΥΛΟΣ; source_code=020051; formula_level_dedupe=true; official_url_required=true; ingredient_nutrition_backfill_required=true; Auto-extracted from Gheda-Schesir spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=0,gheda-unica-natura-all-breed-adult-monoprotein-chicken-dog-wet-gr-spreadsheet,
Gheda,Unica Natura All Breed Adult Monoprotein Πατέ με Χοιρινό,Gheda Unica Natura All Breed Adult Monoprotein Πατέ με Χοιρινό,dog,wet,adult,all,,allergy,dog;wet;single_protein;gluten_free;maintenance;pork,,,pork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx; source_sheet=ΣΚΥΛΟΣ; source_code=020069; formula_level_dedupe=true; official_url_required=true; ingredient_nutrition_backfill_required=true; Auto-extracted from Gheda-Schesir spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=0,gheda-unica-natura-all-breed-adult-monoprotein-pork-dog-wet-gr-spreadsheet,
Gheda,Ciuffi Adult Robusto με Μοσχάρι,Gheda Ciuffi Adult Robusto με Μοσχάρι,dog,dry,adult,all,,,dog;dry;maintenance;beef;rice,,,beef,rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx; source_sheet=ΣΚΥΛΟΣ; source_code=015969; formula_level_dedupe=true; official_url_required=true; ingredient_nutrition_backfill_required=true; Auto-extracted from Gheda-Schesir spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=1,gheda-ciuffi-adult-robusto-beef-dog-dry-gr-spreadsheet,
Gheda,Ciuffi Adult Atlentico με Κοτόπουλο,Gheda Ciuffi Adult Atlentico με Κοτόπουλο,dog,dry,adult,all,,,dog;dry;maintenance;chicken;rice,,,chicken,rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx; source_sheet=ΣΚΥΛΟΣ; source_code=050029; formula_level_dedupe=true; official_url_required=true; ingredient_nutrition_backfill_required=true; Auto-extracted from Gheda-Schesir spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=0,gheda-ciuffi-adult-atlentico-chicken-dog-dry-gr-spreadsheet,
Gheda,Dog & Dog Placido Mantenimento με Σολομό,Gheda Dog & Dog Placido Mantenimento με Σολομό,dog,dry,adult,all,,,dog;dry;maintenance;salmon,,,salmon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx; source_sheet=ΣΚΥΛΟΣ; source_code=050028; formula_level_dedupe=true; official_url_required=true; ingredient_nutrition_backfill_required=true; Auto-extracted from Gheda-Schesir spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=1,gheda-dog-dog-placido-mantenimento-salmon-dog-dry-gr-spreadsheet,
Gheda,Dog & Dog Puppy All Breed με Κοτόπουλο,Gheda Dog & Dog Puppy All Breed με Κοτόπουλο,dog,dry,puppy,all,,,dog;dry;puppy;chicken;rice,,,chicken,rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx; source_sheet=ΣΚΥΛΟΣ; source_code=050022; formula_level_dedupe=true; official_url_required=true; ingredient_nutrition_backfill_required=true; Auto-extracted from Gheda-Schesir spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=0,gheda-dog-dog-puppy-all-breed-chicken-dog-dry-gr-spreadsheet,
Gheda,Dog & Dog Select Adult με Αρνί,Gheda Dog & Dog Select Adult με Αρνί,dog,dry,adult,all,,,dog;dry;maintenance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx; source_sheet=ΣΚΥΛΟΣ; source_code=016053; formula_level_dedupe=true; official_url_required=true; ingredient_nutrition_backfill_required=true; Auto-extracted from Gheda-Schesir spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=0,gheda-dog-dog-select-adult-lamb-dog-dry-gr-spreadsheet,
Gheda,Dog & Dog Top Fish Adult με Τόνο,Gheda Dog & Dog Top Fish Adult με Τόνο,dog,dry,adult,all,,,dog;dry;maintenance;chicken;tuna;rice,,,chicken;tuna,rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx; source_sheet=ΣΚΥΛΟΣ; source_code=016054; formula_level_dedupe=true; official_url_required=true; ingredient_nutrition_backfill_required=true; Auto-extracted from Gheda-Schesir spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=0,gheda-dog-dog-top-fish-adult-tuna-dog-dry-gr-spreadsheet,
Gheda,Dog & Dog Tranditional Gustavo Attivo με Μοσχάρι,Gheda Dog & Dog Tranditional Gustavo Attivo με Μοσχάρι,dog,dry,adult,all,,,dog;dry;maintenance;beef,,,beef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx; source_sheet=ΣΚΥΛΟΣ; source_code=018582; formula_level_dedupe=true; official_url_required=true; ingredient_nutrition_backfill_required=true; Auto-extracted from Gheda-Schesir spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=0,gheda-dog-dog-tranditional-gustavo-attivo-beef-dog-dry-gr-spreadsheet,
Gheda,Dog & Dog Vitale Energia Adult με Κοτόπουλο,Gheda Dog & Dog Vitale Energia Adult με Κοτόπουλο,dog,dry,adult,all,,,dog;dry;chicken,,,chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx; source_sheet=ΣΚΥΛΟΣ; source_code=016075; formula_level_dedupe=true; official_url_required=true; ingredient_nutrition_backfill_required=true; Auto-extracted from Gheda-Schesir spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=1,gheda-dog-dog-vitale-energia-adult-chicken-dog-dry-gr-spreadsheet,
Gheda,ProperForm Lupoid Active Adult Type 2 με Αρνί,Gheda ProperForm Lupoid Active Adult Type 2 με Αρνί,dog,dry,adult,all,,,dog;dry;maintenance;chicken;rice,,,chicken,rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx; source_sheet=ΣΚΥΛΟΣ; source_code=050026; formula_level_dedupe=true; official_url_required=true; ingredient_nutrition_backfill_required=true; Auto-extracted from Gheda-Schesir spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=0,gheda-properform-lupoid-active-adult-type-2-lamb-dog-dry-gr-spreadsheet,
Gheda,ProperForm Lupoid Active Adult Type 2 με Κοτόπουλο,Gheda ProperForm Lupoid Active Adult Type 2 με Κοτόπουλο,dog,dry,adult,all,,,dog;dry;chicken;rice,,,chicken,rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx; source_sheet=ΣΚΥΛΟΣ; source_code=050020; formula_level_dedupe=true; official_url_required=true; ingredient_nutrition_backfill_required=true; Auto-extracted from Gheda-Schesir spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=0,gheda-properform-lupoid-active-adult-type-2-chicken-dog-dry-gr-spreadsheet,
Gheda,ProperForm Lupoid Nordic & Oriental Active Adult Type 2 με Ελάφι,Gheda ProperForm Lupoid Nordic & Oriental Active Adult Type 2 με Ελάφι,dog,dry,adult,all,,,dog;dry;maintenance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx; source_sheet=ΣΚΥΛΟΣ; source_code=050023; formula_level_dedupe=true; official_url_required=true; ingredient_nutrition_backfill_required=true; Auto-extracted from Gheda-Schesir spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=0,gheda-properform-lupoid-nordic-oriental-active-adult-type-2-dog-dry-gr-spreadsheet,
Gheda,ProperForm Lupoid Nordic & Oriental Active Puppy Type 1 με Πάπια,Gheda ProperForm Lupoid Nordic & Oriental Active Puppy Type 1 με Πάπια,dog,dry,puppy,all,,,dog;dry;puppy;duck,,,duck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx; source_sheet=ΣΚΥΛΟΣ; source_code=050030; formula_level_dedupe=true; official_url_required=true; ingredient_nutrition_backfill_required=true; Auto-extracted from Gheda-Schesir spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=0,gheda-properform-lupoid-nordic-oriental-active-puppy-type-1-duck-dog-dry-gr-spreadsheet,
Gheda,ProperForm Lupoid Puppy Type 1 με Σολομό,Gheda ProperForm Lupoid Puppy Type 1 με Σολομό,dog,dry,puppy,all,,,dog;dry;puppy;chicken;salmon;rice,,,chicken;salmon,rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx; source_sheet=ΣΚΥΛΟΣ; source_code=050033; formula_level_dedupe=true; official_url_required=true; ingredient_nutrition_backfill_required=true; Auto-extracted from Gheda-Schesir spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=0,gheda-properform-lupoid-puppy-type-1-salmon-dog-dry-gr-spreadsheet,
Gheda,ProperForm Molossoid Active Adult Type 2 με Κοτόπουλο,Gheda ProperForm Molossoid Active Adult Type 2 με Κοτόπουλο,dog,dry,adult,all,,,dog;dry;maintenance;chicken;rice,,,chicken,rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx; source_sheet=ΣΚΥΛΟΣ; source_code=050025; formula_level_dedupe=true; official_url_required=true; ingredient_nutrition_backfill_required=true; Auto-extracted from Gheda-Schesir spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=0,gheda-properform-molossoid-active-adult-type-2-chicken-dog-dry-gr-spreadsheet,
Gheda,ProperForm Molossoid Puppy Type 1 με Πάπια,Gheda ProperForm Molossoid Puppy Type 1 με Πάπια,dog,dry,puppy,all,,,dog;dry;puppy;chicken;duck;rice,,,chicken;duck,rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx; source_sheet=ΣΚΥΛΟΣ; source_code=050019; formula_level_dedupe=true; official_url_required=true; ingredient_nutrition_backfill_required=true; Auto-extracted from Gheda-Schesir spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=0,gheda-properform-molossoid-puppy-type-1-duck-dog-dry-gr-spreadsheet,
Gheda,ProperForm Toys Active Adult Type 2 με Αρνί,Gheda ProperForm Toys Active Adult Type 2 με Αρνί,dog,dry,adult,all,,,dog;dry;maintenance;chicken;rice,,,chicken,rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx; source_sheet=ΣΚΥΛΟΣ; source_code=050021; formula_level_dedupe=true; official_url_required=true; ingredient_nutrition_backfill_required=true; Auto-extracted from Gheda-Schesir spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=0,gheda-properform-toys-active-adult-type-2-lamb-dog-dry-gr-spreadsheet,
Gheda,ProperForm Toys Puppy Type 1 με Σολομό,Gheda ProperForm Toys Puppy Type 1 με Σολομό,dog,dry,puppy,all,,,dog;dry;puppy;chicken;salmon;rice,,,chicken;salmon,rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx; source_sheet=ΣΚΥΛΟΣ; source_code=050018; formula_level_dedupe=true; official_url_required=true; ingredient_nutrition_backfill_required=true; Auto-extracted from Gheda-Schesir spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=0,gheda-properform-toys-puppy-type-1-salmon-dog-dry-gr-spreadsheet,
Schesir,Schesir Adult Large με Κοτόπουλο,Schesir Adult Large με Κοτόπουλο,dog,dry,adult,large,,,dog;dry;maintenance;chicken;rice,,,chicken,rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx; source_sheet=ΣΚΥΛΟΣ; source_code=017538; formula_level_dedupe=true; official_url_required=true; ingredient_nutrition_backfill_required=true; Auto-extracted from Gheda-Schesir spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=0,schesir-schesir-adult-large-chicken-dog-dry-gr-spreadsheet,
Schesir,Schesir Adult Large με Χοιρινό Προσούτο,Schesir Adult Large με Χοιρινό Προσούτο,dog,dry,adult,large,,,dog;dry;maintenance;pork;rice,,,pork,rice,,,,,378,3780,,,,,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx; source_sheet=ΣΚΥΛΟΣ; source_code=017539; formula_level_dedupe=true; official_url_required=true; ingredient_nutrition_backfill_required=true; Auto-extracted from Gheda-Schesir spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=1,schesir-schesir-adult-large-pork-ham-dog-dry-gr-spreadsheet,
